Ice-Agg collection for the flat orientation. 
Characteristic values taken from the peak of a fit 
gamma distribution from 300 aggregates. 
Ranges are taken from the aggregates being pulled from the db, 
not the bin edges (maximum range) 
Order: agg phi min, agg phi max, agg r min, agg r max, 
 monomer phi min, monomer phi max, monomer r min, monomer r max, value 
0.623 0.655 55.199 69.510 0.010 100.000 1.000 20.000 71.683 
0.623 0.654 69.722 87.200 0.010 100.000 1.000 30.000 81.003 
0.623 0.655 87.403 112.798 0.010 100.000 1.000 30.000 110.328 
0.623 0.655 113.038 154.817 0.010 100.000 1.000 50.000 146.846 
0.623 0.655 155.099 216.733 0.010 100.000 2.000 100.000 202.821 
0.623 0.655 216.878 305.843 0.010 100.000 2.000 100.000 288.791 
0.623 0.655 305.948 413.982 0.010 100.000 4.000 200.000 357.021 
0.623 0.655 415.155 531.709 0.010 100.000 5.000 200.000 536.717 
0.623 0.655 531.925 671.110 0.010 100.000 6.000 200.000 709.583 
0.623 0.655 671.542 837.977 0.010 100.000 9.000 200.000 754.793 
0.623 0.655 839.126 1069.716 0.010 100.000 8.000 400.000 945.233 
0.623 0.655 1073.324 1448.921 0.010 100.000 20.000 500.000 1449.318 
0.623 0.655 1450.103 2024.613 0.010 100.000 20.000 800.000 1677.250 
0.623 0.654 2025.326 2822.134 0.010 100.000 20.000 1000.000 2870.784 
0.623 0.654 2837.003 3859.341 0.010 100.000 30.000 1000.000 3892.176 
0.623 0.655 3865.808 4994.538 0.010 100.000 40.000 1000.000 4880.335 
0.655 0.701 2.843 17.416 0.010 37.927 1.000 9.000 13.152 
0.655 0.701 17.417 29.327 0.010 37.927 1.000 10.000 27.487 
0.655 0.700 29.337 41.745 0.010 37.927 1.000 20.000 40.845 
0.655 0.700 41.829 54.838 0.010 61.585 1.000 20.000 52.802 
0.655 0.701 54.921 69.747 0.010 100.000 1.000 20.000 62.586 
0.655 0.700 69.835 87.167 0.010 100.000 1.000 30.000 80.002 
0.655 0.701 87.190 113.283 0.010 100.000 1.000 30.000 113.364 
0.655 0.700 113.445 155.441 0.010 100.000 1.000 80.000 129.795 
0.655 0.701 155.723 216.943 0.010 100.000 2.000 70.000 196.738 
0.655 0.701 217.280 307.761 0.010 100.000 2.000 90.000 279.976 
0.655 0.701 308.106 415.349 0.010 100.000 4.000 100.000 393.971 
0.655 0.701 416.128 533.578 0.010 100.000 4.000 100.000 470.855 
0.655 0.700 534.448 669.884 0.010 100.000 6.000 200.000 674.508 
0.655 0.701 670.214 829.071 0.010 100.000 6.000 300.000 755.218 
0.655 0.701 830.064 1051.507 0.010 100.000 8.000 400.000 1064.241 
0.655 0.701 1052.363 1422.701 0.010 100.000 20.000 400.000 1323.371 
0.655 0.701 1424.957 1999.778 0.010 100.000 20.000 700.000 1918.748 
0.655 0.701 2000.128 2821.282 0.010 100.000 20.000 900.000 2517.592 
0.655 0.701 2829.473 3842.648 0.010 100.000 30.000 1000.000 3850.229 
0.655 0.701 3851.777 4999.591 0.010 100.000 60.000 1000.000 5056.224 
0.701 0.934 2.463 17.499 0.010 14.384 1.000 8.000 9.989 
0.701 0.893 17.594 29.454 0.010 14.384 1.000 9.000 25.102 
0.701 0.963 29.527 42.048 0.010 37.927 1.000 10.000 40.860 
0.701 0.902 42.075 54.689 0.010 37.927 1.000 20.000 51.611 
0.701 0.878 54.721 68.835 0.010 100.000 1.000 20.000 66.102 
0.701 0.872 68.880 86.428 0.010 100.000 1.000 30.000 88.058 
0.701 0.917 86.642 110.477 0.010 100.000 1.000 20.000 109.280 
0.701 0.922 110.814 153.253 0.010 100.000 2.000 50.000 134.577 
0.701 0.906 153.729 215.162 0.010 100.000 2.000 80.000 187.814 
0.701 0.900 215.304 302.866 0.010 100.000 2.000 100.000 271.559 
0.701 0.942 303.430 409.832 0.010 100.000 4.000 100.000 405.273 
0.701 0.905 411.062 528.130 0.010 100.000 4.000 200.000 534.619 
0.701 0.913 528.300 657.398 0.010 100.000 5.000 200.000 706.217 
0.701 0.920 657.560 816.583 0.010 100.000 7.000 400.000 782.576 
0.701 0.893 818.022 1042.743 0.010 100.000 9.000 400.000 968.421 
0.701 0.942 1043.921 1417.013 0.010 100.000 10.000 600.000 1251.938 
0.701 0.902 1429.568 1983.180 0.010 100.000 20.000 600.000 1787.863 
0.701 0.936 1985.283 2810.281 0.010 100.000 20.000 800.000 2440.983 
0.701 0.899 2825.164 3877.064 0.010 100.000 30.000 1000.000 3883.434 
0.701 0.932 3877.534 4999.052 0.010 100.000 40.000 1000.000 5094.029 
