Ice-Agg collection for the random orientation. 
Volume ratio of agg subtracted from volume ratio of new agg (Vagg/Vellipse)
Mode from 300 aggregates. 
Ranges are taken from the aggregates being pulled from the db, 
not the bin edges (maximum range) 
Order: agg phi min, agg phi max, agg r min, agg r max, 
 monomer phi min, monomer phi max, monomer r min, monomer r max, value 
0.655 0.700 3.605 17.375 0.010 23.357 1.000 8.000 0.000 
0.655 0.701 17.425 29.331 0.010 37.927 1.000 10.000 -0.001 
0.655 0.701 29.362 41.783 0.010 37.927 1.000 10.000 -0.002 
0.655 0.701 41.805 54.838 0.010 100.000 1.000 10.000 0.010 
0.655 0.701 54.973 69.779 0.010 61.585 1.000 20.000 0.008 
0.655 0.701 69.813 87.138 0.010 100.000 1.000 30.000 -0.001 
0.655 0.701 87.177 113.240 0.010 100.000 1.000 40.000 0.000 
0.655 0.701 113.348 155.639 0.010 100.000 2.000 60.000 0.006 
0.655 0.701 155.855 217.098 0.010 100.000 2.000 90.000 0.007 
0.655 0.701 217.500 307.789 0.010 100.000 2.000 100.000 0.004 
0.655 0.701 307.938 415.254 0.010 100.000 3.000 100.000 0.003 
0.655 0.700 415.794 534.063 0.010 100.000 5.000 100.000 0.004 
0.655 0.701 534.542 669.947 0.010 100.000 5.000 300.000 0.010 
0.655 0.701 671.213 829.515 0.010 100.000 6.000 300.000 0.006 
0.655 0.701 829.897 1048.988 0.010 100.000 8.000 400.000 0.002 
0.655 0.701 1053.421 1423.120 0.010 100.000 9.000 600.000 0.005 
0.655 0.701 1425.233 1995.878 0.010 100.000 20.000 1000.000 -0.001 
0.655 0.701 2001.684 2826.052 0.010 100.000 30.000 900.000 0.001 
0.655 0.701 2832.637 3847.769 0.010 100.000 30.000 1000.000 0.007 
0.655 0.701 3854.452 4999.864 0.010 100.000 40.000 1000.000 0.003 
0.701 0.906 2.631 17.527 0.010 14.384 1.000 6.000 0.032 
0.701 0.897 17.623 29.444 0.010 61.585 1.000 10.000 -0.002 
0.701 0.946 29.675 42.061 0.010 61.585 1.000 10.000 -0.003 
0.701 0.907 42.105 54.663 0.010 100.000 1.000 20.000 0.008 
0.701 0.926 54.693 68.814 0.010 61.585 1.000 20.000 0.016 
0.701 0.891 68.864 86.359 0.010 100.000 1.000 30.000 0.004 
0.701 0.926 86.452 110.654 0.010 100.000 1.000 30.000 0.008 
0.701 0.907 110.943 153.573 0.010 100.000 2.000 50.000 0.004 
0.701 0.894 153.660 214.749 0.010 100.000 2.000 90.000 0.006 
0.701 0.886 215.218 303.077 0.010 100.000 3.000 100.000 0.003 
0.701 0.903 303.357 410.069 0.010 100.000 3.000 100.000 -0.001 
0.701 0.900 411.352 527.556 0.010 100.000 5.000 100.000 -0.001 
0.701 0.913 528.185 656.690 0.010 100.000 6.000 200.000 0.003 
0.701 0.912 657.895 816.735 0.010 100.000 7.000 400.000 0.001 
0.701 0.904 818.538 1042.859 0.010 100.000 7.000 400.000 0.003 
0.701 0.889 1044.147 1418.699 0.010 100.000 10.000 400.000 -0.002 
0.701 0.923 1419.293 1983.324 0.010 100.000 20.000 900.000 0.009 
0.701 0.930 1984.838 2820.222 0.010 100.000 30.000 800.000 0.007 
0.701 0.885 2824.258 3874.859 0.010 100.000 30.000 1000.000 0.010 
0.701 0.897 3880.754 4997.676 0.010 100.000 40.000 1000.000 0.003 
